timestamp,uid
2012-03-24 05:01:52,239307
2012-03-24 05:02:10,29201
2012-03-24 05:16:08,210061
2012-03-24 05:17:59,27016
2012-03-24 05:20:01,325163
2012-03-24 05:20:30,377908
2012-03-24 05:22:53,197485
2012-03-24 05:26:18,296288
2012-03-24 05:32:03,261591
2012-03-24 05:33:59,152559
2012-03-24 05:34:59,294819
2012-03-24 05:38:16,79928
2012-03-24 05:38:20,258269
2012-03-24 05:44:27,482555
2012-03-24 05:44:45,402799
2012-03-24 05:46:44,78084
2012-03-24 05:49:44,333226
2012-03-24 05:51:18,275669
2012-03-24 05:52:36,214582
2012-03-24 05:53:57,273307
2012-03-24 05:53:58,99258
2012-03-24 05:55:19,506457
2012-03-24 05:58:37,101734
2012-03-24 05:59:22,3110
2012-03-24 05:59:50,145811
2012-03-24 06:02:34,118209
2012-03-24 06:05:41,31680
2012-03-24 06:09:04,68125
2012-03-24 06:10:31,478896
2012-03-24 06:12:35,198935
2012-03-24 06:13:23,155830
2012-03-24 06:13:40,494849
2012-03-24 06:19:15,450411
2012-03-24 06:19:37,97730
2012-03-24 06:22:05,127471
2012-03-24 06:23:13,567327
2012-03-24 06:30:11,305591
2012-03-24 06:30:45,62239
2012-03-24 06:33:01,195693
2012-03-24 06:36:58,111852
2012-03-24 06:37:17,337854
2012-03-24 06:38:11,390493
2012-03-24 06:38:24,150938
2012-03-24 06:38:48,231665
2012-03-24 06:40:13,336240
2012-03-24 06:42:38,379591
2012-03-24 06:47:55,285969
2012-03-24 06:48:01,548637
2012-03-24 06:48:20,488431
2012-03-24 06:48:20,181288
2012-03-24 06:48:27,137959
2012-03-24 06:49:32,426299
2012-03-24 06:51:06,429336
2012-03-24 06:53:48,227563
2012-03-24 06:58:41,269417
2012-03-24 06:59:17,545243
2012-03-24 06:59:50,471552
2012-03-24 07:03:53,65615
2012-03-24 07:04:36,172795
2012-03-24 07:07:05,213311
2012-03-24 07:07:35,40817
2012-03-24 07:12:26,251443
2012-03-24 07:13:05,510302
2012-03-24 07:14:26,373047
2012-03-24 07:14:52,474352
2012-03-24 07:14:56,324034
2012-03-24 07:16:16,170164
2012-03-24 07:16:35,394115
2012-03-24 07:19:14,78867
2012-03-24 07:19:43,189758
2012-03-24 07:19:45,210059
2012-03-24 07:20:38,398330
2012-03-24 07:21:45,519594
2012-03-24 07:22:47,130791
2012-03-24 07:33:02,25736
2012-03-24 07:34:03,246520
2012-03-24 07:37:24,474658
2012-03-24 07:39:16,229564
2012-03-24 07:41:20,392337
2012-03-24 07:44:15,166676
2012-03-24 07:46:32,104168
2012-03-24 07:47:07,419805
2012-03-24 07:48:42,184903
2012-03-24 07:50:43,517615
2012-03-24 07:51:51,65594
2012-03-24 07:52:03,103726
2012-03-24 07:56:12,247208
2012-03-24 07:56:59,509109
2012-03-24 07:57:20,7358
2012-03-24 07:57:41,346522
2012-03-24 07:58:46,310951
2012-03-24 07:59:39,16396
2012-03-24 08:00:10,126911
2012-03-24 08:00:22,547547
2012-03-24 08:02:35,10253
2012-03-24 08:03:17,70297
2012-03-24 08:04:32,118181
2012-03-24 08:04:55,21093
2012-03-24 08:05:28,331368
2012-03-24 08:05:33,108413
2012-03-24 08:07:58,141549
2012-03-24 08:08:24,348464
2012-03-24 08:08:24,310832
2012-03-24 08:09:19,304417
2012-03-24 08:11:21,208771
2012-03-24 08:13:43,494119
2012-03-24 08:15:09,177323
2012-03-24 08:15:24,493881
2012-03-24 08:16:28,337358
2012-03-24 08:17:27,202826
2012-03-24 08:18:03,207892
2012-03-24 08:19:12,185588
2012-03-24 08:20:22,297932
2012-03-24 08:21:10,63
2012-03-24 08:21:34,384915
2012-03-24 08:27:26,190553
2012-03-24 08:28:23,212247
2012-03-24 08:28:43,203159
2012-03-24 08:29:14,512460
2012-03-24 08:33:17,33039
2012-03-24 08:35:02,464828
2012-03-24 08:35:40,50451
2012-03-24 08:37:37,309546
2012-03-24 08:37:55,459801
2012-03-24 08:40:00,523843
2012-03-24 08:45:32,230635
2012-03-24 08:48:17,142301
2012-03-24 08:48:19,246550
2012-03-24 08:49:57,28409
2012-03-24 08:50:43,13425
2012-03-24 08:57:22,181388
2012-03-24 08:58:05,442155
2012-03-24 08:59:02,144371
2012-03-24 09:00:22,43380
2012-03-24 09:06:55,144369
2012-03-24 09:07:19,43787
2012-03-24 09:11:41,126260
2012-03-24 09:12:22,496472
2012-03-24 09:12:33,321890
2012-03-24 09:13:01,337219
2012-03-24 09:13:04,239171
2012-03-24 09:13:25,251272
2012-03-24 09:16:40,91797
2012-03-24 09:16:47,387611
2012-03-24 09:16:57,461274
2012-03-24 09:17:21,409725
2012-03-24 09:18:18,299315
2012-03-24 09:19:37,534345
2012-03-24 09:26:43,543856
2012-03-24 09:26:53,527870
2012-03-24 09:27:20,262074
2012-03-24 09:28:01,292406
2012-03-24 09:30:38,430907
2012-03-24 09:32:31,392173
2012-03-24 09:35:39,444998
2012-03-24 09:37:28,175049
2012-03-24 09:45:12,165340
2012-03-24 09:48:48,469510
2012-03-24 09:48:51,16179
2012-03-24 09:49:21,443232
2012-03-24 09:50:16,392764
2012-03-24 09:54:46,140518
2012-03-24 09:57:04,465800
2012-03-24 09:58:09,242940
2012-03-24 09:58:32,421234
2012-03-24 10:04:56,183214
2012-03-24 10:06:49,324883
2012-03-24 10:09:58,103439
2012-03-24 10:10:05,203499
2012-03-24 10:12:15,405993
2012-03-24 10:15:21,126132
2012-03-24 10:18:59,140707
2012-03-24 10:23:50,382440
2012-03-24 10:24:48,19710
2012-03-24 10:24:55,92950
2012-03-24 10:24:59,222857
2012-03-24 10:28:32,312302
2012-03-24 10:29:42,22821
2012-03-24 10:42:00,545162
2012-03-24 10:46:49,324983
2012-03-24 11:05:19,512412
2012-03-24 11:08:58,18877
2012-03-24 11:16:11,315769
2012-03-24 11:29:45,358839
2012-03-24 11:36:23,332871
2012-03-24 11:38:34,539059
2012-03-24 11:53:46,513970
2012-03-24 11:56:45,307200
2012-03-24 12:02:11,280392
2012-03-24 12:02:19,106477
2012-03-24 12:02:24,137614
2012-03-24 12:03:04,96828
2012-03-24 12:04:19,100869
2012-03-24 12:08:09,117160
2012-03-24 12:08:51,532707
2012-03-24 12:17:30,356549
2012-03-24 12:18:17,159324
2012-03-24 12:23:02,236414
2012-03-24 12:27:20,191382
2012-03-24 12:30:00,459466
2012-03-24 12:31:29,477351
2012-03-24 12:46:22,405220
2012-03-24 13:38:16,376756
2012-03-24 14:05:43,354557
2012-03-24 14:06:09,388937
2012-03-24 14:40:04,40303
2012-03-24 15:15:32,66908
2012-03-24 15:35:20,213471
2012-03-24 15:35:34,442336
2012-03-24 15:42:11,186905
2012-03-24 15:46:29,213474
2012-03-24 16:09:39,283487
2012-03-24 16:10:51,27098
2012-03-24 16:24:53,542830
2012-03-24 16:36:32,340714
2012-03-24 16:51:28,328886
2012-03-24 17:17:40,140376
2012-03-24 17:39:41,194291
2012-03-24 17:47:08,216372
2012-03-24 17:51:30,457878
2012-03-24 17:55:46,541620
2012-03-24 18:03:06,557779
2012-03-24 18:04:26,52704
2012-03-24 18:18:07,71081
2012-03-24 18:24:06,296402
2012-03-24 18:27:46,423744
2012-03-24 18:38:23,168638
2012-03-24 18:38:54,470512
2012-03-24 18:49:02,61883
2012-03-24 18:59:46,239310
2012-03-24 19:02:04,43042
2012-03-24 19:02:15,338313
2012-03-24 19:03:24,465800
2012-03-24 19:03:49,192522
2012-03-24 19:04:21,348765
2012-03-24 19:31:49,286311
2012-03-24 19:34:41,267614
2012-03-24 19:39:18,374119
2012-03-24 19:42:42,154132
2012-03-24 19:48:17,488186
2012-03-24 19:50:08,257505
2012-03-24 19:51:39,257505
2012-03-24 19:59:00,94015
2012-03-24 19:59:52,308925
2012-03-24 20:00:16,199987
2012-03-24 20:04:12,108033
2012-03-24 20:04:25,212174
2012-03-24 20:05:01,49149
2012-03-24 20:07:44,509154
2012-03-24 20:13:36,267117
2012-03-24 20:19:09,402966
2012-03-24 20:25:41,390966
2012-03-24 20:34:14,18595
2012-03-24 20:35:33,333951
2012-03-24 20:39:53,408048
2012-03-24 20:43:18,223839
2012-03-24 20:46:07,543941
2012-03-24 20:49:36,503779
2012-03-24 20:50:55,323443
2012-03-24 20:55:36,82204
2012-03-24 20:56:36,454217
2012-03-24 20:58:36,545717
2012-03-24 21:02:05,557645
2012-03-24 21:02:24,4695
2012-03-24 21:03:14,481645
2012-03-24 21:03:16,529839
2012-03-24 21:04:07,146638
2012-03-24 21:04:32,52615
2012-03-24 21:07:12,321733
2012-03-24 21:08:56,261992
2012-03-24 21:11:18,315394
2012-03-24 21:13:34,273793
2012-03-24 21:14:38,425181
2012-03-24 21:17:04,207426
