timestamp,uid
2012-03-25 02:28:17,92133
2012-04-03 13:54:30,226950
2012-04-03 13:55:57,226950
2012-04-06 00:12:56,112971
2012-04-07 22:49:18,340793
2012-04-08 07:16:06,307718
2012-04-08 07:22:37,307718
2012-04-08 07:29:09,129679
2012-04-08 07:33:12,413090
2012-04-08 07:34:52,453501
2012-04-08 07:39:19,145097
2012-04-08 07:41:22,344149
2012-04-08 07:41:46,145097
2012-04-08 07:43:01,85332
2012-04-08 07:45:47,274067
2012-04-08 07:46:21,325395
2012-04-08 07:46:49,534080
2012-04-08 07:48:19,145097
2012-04-08 07:49:15,413883
2012-04-08 07:49:43,312922
2012-04-08 07:50:27,285797
2012-04-08 07:50:29,413090
2012-04-08 07:51:49,504041
2012-04-08 07:52:22,387498
2012-04-08 07:52:27,413890
2012-04-08 07:53:56,520973
2012-04-08 07:54:54,453501
2012-04-08 07:56:50,285791
2012-04-08 07:56:58,344130
2012-04-08 07:57:02,13014
2012-04-08 07:58:19,344130
2012-04-08 08:00:46,285797
2012-04-08 08:01:19,501833
2012-04-08 08:03:09,285787
2012-04-08 08:03:11,325393
2012-04-08 08:14:08,71075
2012-04-08 08:14:29,53556
2012-04-08 08:17:59,553151
2012-04-08 08:23:45,216664
2012-04-08 08:28:45,145097
2012-04-08 08:35:07,334657
2012-04-08 08:56:30,318767
2012-04-08 09:16:13,470629
2012-04-08 11:55:37,245678
2012-04-08 13:01:36,397093
2012-04-08 13:06:50,397093
2012-04-09 09:16:19,282601
2012-04-09 09:41:04,396869
2012-04-10 00:54:36,530889
2012-04-10 03:43:34,268056
2012-04-10 08:18:50,278464
2012-04-14 06:11:37,532364
2012-04-14 06:11:43,212796
2012-04-14 06:11:43,452085
2012-04-14 06:11:54,451293
2012-04-14 06:12:18,244791
2012-04-14 06:12:33,179949
2012-04-14 06:12:55,366428
2012-04-14 06:13:01,489140
2012-04-14 06:13:02,170538
2012-04-14 06:13:02,166415
2012-04-14 06:13:50,301479
2012-04-14 06:14:12,380057
2012-04-14 06:14:15,455562
2012-04-14 06:14:28,207679
2012-04-14 06:14:58,5134
2012-04-14 06:16:05,143957
2012-04-14 06:16:24,271205
2012-04-14 06:16:31,337645
2012-04-14 06:16:35,319989
2012-04-14 06:16:37,438050
2012-04-14 06:16:39,279112
2012-04-14 06:17:01,414590
2012-04-14 06:17:31,476255
2012-04-14 06:17:33,114026
2012-04-14 06:17:34,365621
